gene_id	utr_start	overlapping_sites_count
755	1480	3
755	3276	3
755	623	3
755	83	3
755	2373	0
755	3576	0
755	3138	1
755	4093	1
755	3138	1
755	1480	3
755	3276	3
755	623	3
755	83	3
755	495	1
755	495	1
755	3440	1
755	3414	1
755	3440	1
755	3414	1
755	3007	2
755	1853	1
755	3007	2
755	1853	1
755	1000	4
755	2990	4
755	1000	4
755	2990	4
755	1000	4
755	2990	4
755	1000	4
755	2990	4
755	1000	4
755	2990	4
755	1028	0
755	457	1
13608	25	0
13608	1863	0
13608	1192	3
13608	1192	3
13608	398	0
13608	2581	0
13608	1925	1
13608	1114	0
13608	1552	0
13608	2143	0
13608	2930	0
13608	525	0
13608	730	0
13608	1776	0
13608	2337	0
13608	299	0
13608	1214	0
13608	606	1
13608	606	1
13608	1192	3
13608	1977	0
13608	1192	3
13608	214	1
13608	2679	1
13608	214	1
13608	2679	1
13608	1948	1
13608	2902	1
13608	1948	1
13608	2902	1
13608	1925	1
766	99	0
766	3467	0
766	443	0
766	868	3
766	868	3
766	1877	3
766	1877	3
766	709	0
766	2751	3
766	2751	3
766	2788	3
766	2788	3
766	5090	3
766	5090	3
766	4711	0
766	2381	0
766	3829	0
766	3897	0
766	2116	0
766	196	0
766	529	0
766	2065	0
766	3758	0
766	4331	1
766	1104	0
766	1174	0
766	2732	0
766	2613	1
766	2616	1
766	3816	0
766	5041	0
766	934	0
766	1056	0
766	1940	0
766	4327	1
766	4959	0
766	164	1
766	164	1
766	1877	3
766	868	3
766	433	1
766	90	1
766	2548	1
766	433	1
766	90	1
766	2548	1
766	557	0
766	2751	3
766	2788	3
766	5090	3
766	2751	3
766	2788	3
766	5090	3
766	647	1
766	647	1
766	2558	1
766	2558	1
766	1877	3
766	868	3
766	1595	1
766	2314	1
766	4415	1
766	1595	1
766	2314	1
766	4415	1
766	1241	1
766	1241	1
1038	1025	0
1038	3117	0
1038	755	3
1038	755	3
1038	1357	3
1038	1357	3
1038	3386	3
1038	3386	3
1038	121	3
1038	121	3
1038	3067	0
1038	2220	0
1038	1000	0
1038	946	0
1038	2132	0
1038	1243	0
1038	358	0
1038	214	0
1038	1623	1
1038	1625	1
1038	2947	5
1038	3660	0
1038	461	0
1038	3579	0
1038	390	0
1038	1825	0
1038	2524	0
1038	2634	0
1038	121	3
1038	121	3
1038	1282	1
1038	1282	1
1038	3052	1
1038	3052	1
1038	3085	1
1038	3085	1
1038	1357	3
1038	3386	3
1038	755	3
1038	2506	0
1038	71	1
1038	71	1
1038	1357	3
1038	3386	3
1038	755	3
1038	1521	1
1038	1103	1
1038	1521	1
1038	1103	1
1038	2723	1
1038	2941	5
1038	2941	5
1038	2941	5
1038	2941	5
1038	2723	1
1038	2941	5
7459	624	0
7459	41	1
7459	472	0
7459	792	0
7459	164	0
7459	221	0
7459	866	0
7459	118	4
7459	118	4
7459	118	4
7459	118	4
7459	118	4
7459	724	1
7459	724	1
7459	41	1
13255	115	0
13255	164	1
13255	164	1
413	8758	0
413	942	0
413	11513	0
413	1469	0
413	1560	0
413	352	0
413	5765	0
413	7848	3
413	7848	3
413	9403	3
413	9403	3
413	1206	3
413	1206	3
413	2354	3
413	2354	3
413	4460	3
413	4460	3
413	7276	0
413	3719	0
413	9567	0
413	4390	0
413	10141	0
413	9356	0
413	3912	2
413	627	0
413	7551	0
413	8875	2
413	4702	0
413	8678	0
413	10931	0
413	3452	0
413	4860	0
413	9845	0
413	4228	0
413	48	0
413	7800	0
413	8847	0
413	11709	0
413	3205	0
413	3943	0
413	763	0
413	8290	0
413	1660	0
413	6594	0
413	7117	0
413	399	0
413	8488	0
413	1887	0
413	2996	1
413	1371	0
413	1402	0
413	8873	2
413	9381	0
413	9993	0
413	212	0
413	7254	0
413	2993	1
413	5516	0
413	6071	0
413	6178	1
413	6180	1
413	9867	0
413	11181	1
413	11184	1
413	9291	0
413	1599	0
413	3878	0
413	2366	0
413	2550	0
413	4654	0
413	9953	0
413	986	0
413	11817	0
413	2342	0
413	2034	0
413	2420	0
413	4526	0
413	7084	0
413	2325	0
413	7408	0
413	9627	0
413	537	2
413	537	2
413	537	2
413	1206	3
413	1206	3
413	1223	2
413	1223	2
413	1223	2
413	7848	3
413	7848	3
413	11028	4
413	11028	4
413	11028	4
413	11028	4
413	11028	4
413	11631	4
413	11631	4
413	11631	4
413	11631	4
413	11631	4
413	11846	0
413	2354	3
413	4460	3
413	9403	3
413	3694	1
413	3914	2
413	8581	1
413	3694	1
413	3914	2
413	8581	1
413	4756	0
413	6082	1
413	706	1
413	6082	1
413	706	1
413	8986	1
413	8986	1
413	2354	3
413	4460	3
413	9403	3
413	4623	1
413	4623	1
413	2131	1
413	518	1
413	6721	1
413	7531	1
413	2131	1
413	518	1
413	6721	1
413	7531	1
413	11382	1
413	2640	1
413	11382	1
413	2640	1
413	10308	2
413	10308	2
413	10308	2
413	4117	1
413	7235	1
413	6579	1
413	8827	1
413	5593	4
413	7106	4
413	3149	4
413	5593	4
413	7106	4
413	3149	4
413	5593	4
413	7106	4
413	3149	4
413	5593	4
413	7106	4
413	3149	4
413	4117	1
413	7235	1
413	6579	1
413	8827	1
413	5593	4
413	7106	4
413	3149	4
413	8871	2
4311	857	1
4311	746	0
4311	593	0
4311	447	3
4311	447	3
4311	447	3
4311	857	1
4311	440	3
17164	373	3
17164	373	3
17164	181	0
17164	465	0
17164	751	0
17164	373	3
17164	683	0
17164	373	3
17164	765	1
17164	765	1
522	1200	0
522	2116	0
522	548	3
522	548	3
522	4236	3
522	4236	3
522	3054	0
522	1693	0
522	4615	1
522	729	0
522	771	0
522	2805	0
522	3813	0
522	4114	0
522	3404	2
522	1375	0
522	1933	0
522	1157	0
522	655	0
522	983	0
522	2292	0
522	2059	0
522	3370	0
522	2622	0
522	4300	0
522	1021	0
522	1586	0
522	448	4
522	448	4
522	448	4
522	448	4
522	448	4
522	1439	1
522	1439	1
522	1675	1
522	1675	1
522	548	3
522	4236	3
522	3935	0
522	690	1
522	690	1
522	2193	3
522	533	1
522	2193	3
522	533	1
522	548	3
522	4236	3
522	113	1
522	3412	2
522	113	1
522	3412	2
522	2195	3
522	2195	3
522	2442	0
522	4615	1
10205	267	0
10205	716	0
3773	1349	0
3773	3623	0
3773	3785	0
3773	1681	3
3773	1681	3
3773	4075	3
3773	4075	3
3773	3524	0
3773	677	0
3773	1213	0
3773	817	0
3773	1578	0
3773	2175	0
3773	3501	0
3773	3925	0
3773	880	1
3773	3485	0
3773	4311	0
3773	1543	2
3773	4343	0
3773	4106	0
3773	3822	0
3773	4097	0
3773	887	1
3773	2505	0
3773	390	0
3773	323	0
3773	2463	0
3773	3084	0
3773	2385	0
3773	2744	0
3773	269	0
3773	1631	0
3773	1681	3
3773	1681	3
3773	1969	9
3773	1969	9
3773	1970	9
3773	1970	9
3773	1970	9
3773	1970	9
3773	1970	9
3773	1970	9
3773	1970	9
3773	1970	9
3773	4075	3
3773	4075	3
3773	3651	1
3773	3651	1
3773	2137	1
3773	2137	1
3773	839	1
3773	839	1
3773	1491	1
3773	1491	1
3773	3250	2
3773	3250	2
3773	3250	2
3773	1549	2
3773	3593	1
3773	1549	2
3773	3593	1
16626	283	0
16626	551	0
16626	301	0
16626	451	1
16626	447	1
16626	176	1
16626	176	1
16626	804	1
16626	804	1
1974	589	0
1974	63	0
1974	1048	0
1974	300	0
1974	1494	0
1974	938	0
1974	314	0
1974	1187	1
1974	1187	1
1974	1682	1
1974	1682	1
1963	1606	0
1963	263	0
1963	3846	0
1963	762	3
1963	762	3
1963	2304	3
1963	2304	3
1963	2563	3
1963	2563	3
1963	3673	3
1963	3673	3
1963	404	0
1963	3181	0
1963	1027	1
1963	3655	1
1963	118	0
1963	1195	0
1963	2074	0
1963	1776	0
1963	3619	0
1963	2911	0
1963	4358	0
1963	63	1
1963	68	1
1963	532	0
1963	2781	0
1963	1317	0
1963	3709	0
1963	1635	0
1963	1451	0
1963	1594	0
1963	3378	0
1963	4313	0
1963	1959	1
1963	2956	0
1963	2500	0
1963	2370	0
1963	3485	0
1963	909	9
1963	909	9
1963	909	9
1963	909	9
1963	909	9
1963	909	9
1963	909	9
1963	909	9
1963	3673	3
1963	3673	3
1963	2817	7
1963	2817	7
1963	2817	7
1963	2817	7
1963	2817	7
1963	2817	7
1963	2817	7
1963	2817	7
1963	762	3
1963	2304	3
1963	3504	3
1963	3504	3
1963	1965	1
1963	2563	3
1963	2563	3
1963	4322	1
1963	4322	1
1963	908	9
1963	908	9
1963	3512	3
1963	3554	0
1963	3512	3
1963	762	3
1963	2304	3
1963	4179	1
1963	4179	1
1963	3752	1
1963	2965	4
1963	2965	4
1963	2965	4
1963	2965	4
1963	3752	1
1963	2965	4
1963	1027	1
1963	3655	1
14816	362	0
14816	387	0
16468	206	1
16468	206	1
16468	250	1
16468	250	1
3615	250	7
3615	250	7
3615	253	7
3615	253	7
3615	250	7
3615	250	7
3615	253	7
3615	253	7
3615	438	0
3615	306	1
3615	306	1
10036	588	0
10036	748	0
10036	718	0
10036	950	4
10036	950	4
10036	950	4
10036	950	4
10036	950	4
10036	965	0
10036	254	0
10036	558	0
10036	324	1
10036	324	1
11739	3443	3
11739	3443	3
11739	383	3
11739	383	3
11739	1624	0
11739	1794	1
11739	3518	0
11739	3587	0
11739	1106	0
11739	861	0
11739	1486	0
11739	1682	0
11739	1261	0
11739	2347	0
11739	1935	0
11739	1345	0
11739	2570	0
11739	632	0
11739	146	0
11739	3033	0
11739	456	0
11739	799	0
11739	383	3
11739	3443	3
11739	2391	0
11739	2653	0
11739	760	0
11739	383	3
11739	3443	3
11739	2631	1
11739	2631	1
11739	1926	1
11739	2362	1
11739	1926	1
11739	2362	1
11739	2182	4
11739	394	4
11739	675	4
11739	2182	4
11739	394	4
11739	675	4
11739	2182	4
11739	394	4
11739	675	4
11739	2182	4
11739	394	4
11739	675	4
11739	2182	4
11739	394	4
11739	675	4
11739	1794	1
5318	1170	3
5318	1170	3
5318	1435	0
5318	1136	0
5318	82	0
5318	1353	0
5318	1040	0
5318	728	0
5318	1052	0
5318	879	1
5318	881	1
5318	1585	0
5318	254	0
5318	1170	3
5318	1370	3
5318	1153	1
5318	1370	3
5318	1153	1
5318	1000	0
5318	1170	3
5318	593	1
5318	593	1
5318	1377	3
5318	1377	3
5318	326	1
5318	326	1
4010	960	3
4010	960	3
4010	3255	3
4010	3255	3
4010	1883	0
4010	2086	0
4010	3839	0
4010	749	0
4010	783	0
4010	3202	0
4010	973	0
4010	1045	0
4010	2572	0
4010	2779	0
4010	3027	0
4010	1394	0
4010	860	0
4010	3730	0
4010	3545	0
4010	633	0
4010	3179	1
4010	3179	1
4010	3555	1
4010	3555	1
4010	3255	3
4010	960	3
4010	3255	3
4010	960	3
4010	3286	1
4010	3286	1
4010	1474	0
4010	669	0
4010	1055	1
4010	1055	1
2096	589	0
2096	1479	2
2096	351	0
2096	1309	3
2096	1309	3
2096	2528	3
2096	2528	3
2096	2682	0
2096	2380	0
2096	2665	0
2096	2539	0
2096	2725	0
2096	1170	0
2096	1067	0
2096	1130	0
2096	1226	0
2096	1525	0
2096	3184	0
2096	1852	0
2096	1811	0
2096	19	0
2096	187	7
2096	187	7
2096	187	7
2096	187	7
2096	187	7
2096	187	7
2096	187	7
2096	187	7
2096	715	1
2096	715	1
2096	1309	3
2096	1185	0
2096	2528	3
2096	2528	3
2096	1309	3
2096	3359	1
2096	915	1
2096	3359	1
2096	915	1
2096	2196	1
2096	1604	1
2096	1673	1
2096	2196	1
2096	1604	1
2096	1673	1
2096	1472	2
2096	1472	2
2096	2784	0
11730	78	0
11730	1198	0
11730	582	0
11730	556	0
11730	1306	0
11730	882	0
11730	340	0
11730	276	4
11730	276	4
11730	276	4
11730	276	4
11730	276	4
11730	1319	2
11730	1319	2
11730	1319	2
11730	354	0
11730	36	1
11730	36	1
11730	63	1
11730	63	1
11730	110	1
11730	110	1
18162	237	1
18162	63	7
18162	63	7
18162	63	7
18162	63	7
18162	63	7
18162	63	7
18162	63	7
18162	63	7
18162	20	1
18162	20	1
18162	237	1
5309	2759	0
5309	4118	0
5309	6793	0
5309	3537	3
5309	3537	3
5309	6366	3
5309	6366	3
5309	3635	0
5309	1977	0
5309	2969	0
5309	1087	2
5309	3373	0
5309	4169	0
5309	81	0
5309	692	0
5309	749	0
5309	1588	0
5309	3779	0
5309	1480	0
5309	1623	0
5309	3390	0
5309	4407	0
5309	6551	0
5309	2073	0
5309	4160	0
5309	538	2
5309	664	0
5309	592	0
5309	15	0
5309	2208	0
5309	2319	0
5309	2772	0
5309	2985	0
5309	1723	0
5309	6639	0
5309	3483	0
5309	5403	1
5309	3731	0
5309	4499	0
5309	4080	0
5309	6430	0
5309	1086	2
5309	5140	0
5309	2144	0
5309	337	0
5309	5477	0
5309	4917	0
5309	3537	3
5309	6366	3
5309	6924	1
5309	6924	1
5309	5102	0
5309	2188	1
5309	4030	1
5309	2188	1
5309	4030	1
5309	3537	3
5309	6366	3
5309	3700	1
5309	546	2
5309	853	1
5309	3700	1
5309	546	2
5309	853	1
5309	4091	1
5309	4091	1
5309	4934	1
5309	1612	4
5309	4531	4
5309	1612	4
5309	4531	4
5309	1612	4
5309	4531	4
5309	1612	4
5309	4531	4
5309	4934	1
5309	1612	4
5309	4531	4
5309	3425	0
5309	5399	1
5309	1087	2
14359	698	0
14359	275	1
14359	275	1
1506	1026	0
1506	2306	0
1506	87	4
1506	87	4
1506	1836	3
1506	1836	3
1506	97	2
1506	2181	1
1506	631	0
1506	1036	0
1506	870	0
1506	397	0
1506	2565	0
1506	2178	1
1506	2621	0
1506	1802	0
1506	907	0
1506	980	0
1506	1836	3
1506	1836	3
1506	2706	4
1506	2706	4
1506	2706	4
1506	2706	4
1506	2706	4
1506	775	0
1506	90	6
1506	1139	1
1506	1139	1
1506	87	4
1506	87	4
1506	958	1
1506	2037	1
1506	958	1
1506	2037	1
1506	421	1
1506	421	1
1506	1431	0
1506	97	2
7927	492	3
7927	492	3
7927	27	4
7927	27	4
7927	30	4
7927	269	0
7927	72	1
7927	72	1
7927	147	0
7927	27	4
7927	492	3
7927	27	4
7927	492	3
7927	257	0
16948	41	1
16948	41	1
4095	342	0
4095	52	3
4095	52	3
4095	166	0
4095	668	0
4095	248	0
4095	216	0
4095	276	0
4095	790	0
4095	141	0
4095	366	1
4095	366	1
4095	817	1
4095	817	1
4095	52	3
4095	52	3
10516	680	3
10516	680	3
10516	763	4
10516	763	4
10516	133	3
10516	133	3
10516	837	0
10516	1780	0
10516	1572	0
10516	1175	1
10516	1173	1
10516	639	0
10516	146	0
10516	1149	0
10516	2102	0
10516	227	1
10516	227	1
10516	680	3
10516	680	3
10516	762	4
10516	1619	1
10516	1619	1
10516	2128	1
10516	1864	1
10516	2128	1
10516	1864	1
10516	133	3
10516	763	4
10516	133	3
10516	763	4
10516	1087	0
10516	119	0
14106	784	0
14106	94	0
14106	529	0
14106	1186	0
14106	378	1
14106	380	1
1253	2198	3
1253	2198	3
1253	2333	0
1253	902	0
1253	961	0
1253	545	1
1253	306	0
1253	2110	0
1253	378	0
1253	543	1
1253	998	0
1253	2146	0
1253	1204	0
1253	847	1
1253	847	1
1253	2198	3
1253	2198	3
1253	1432	0
5221	107	3
5221	107	3
5221	941	0
5221	1457	0
5221	298	0
5221	580	0
5221	1173	0
5221	719	0
5221	910	0
5221	953	0
5221	171	0
5221	107	3
5221	593	0
5221	107	3
5221	1429	1
5221	1429	1
10351	258	0
10351	571	3
10351	571	3
10351	486	0
10351	1246	0
10351	1357	0
10351	1731	0
10351	218	0
10351	1423	0
10351	666	3
10351	668	3
10351	671	4
10351	674	5
10351	677	3
10351	680	2
10351	404	0
10351	1220	0
10351	634	0
10351	542	0
10351	571	3
10351	571	3
10351	708	1
10351	1801	1
10351	708	1
10351	1801	1
10351	1581	3
10351	1581	3
10351	1575	3
10351	1575	3
15260	292	0
15260	326	1
15260	326	1
2407	1960	0
2407	2216	0
2407	2563	0
2407	2843	0
2407	4659	0
2407	1759	2
2407	972	0
2407	2423	0
2407	2440	0
2407	3931	0
2407	1569	0
2407	1636	0
2407	3670	0
2407	4453	0
2407	4742	0
2407	403	0
2407	4526	0
2407	1200	0
2407	4597	0
2407	3569	0
2407	1147	0
2407	4427	0
2407	745	0
2407	809	0
2407	3459	0
2407	101	7
2407	1783	7
2407	101	7
2407	1783	7
2407	101	7
2407	1783	7
2407	101	7
2407	1783	7
2407	101	7
2407	1783	7
2407	101	7
2407	1783	7
2407	101	7
2407	1783	7
2407	101	7
2407	1783	7
2407	3595	1
2407	3595	1
2407	1931	0
2407	68	1
2407	307	1
2407	68	1
2407	307	1
2407	150	1
2407	3799	1
2407	489	1
2407	507	1
2407	150	1
2407	3799	1
2407	489	1
2407	507	1
2407	2188	1
2407	1433	1
2407	2188	1
2407	1433	1
2407	347	1
2407	35	4
2407	35	4
2407	35	4
2407	35	4
2407	347	1
2407	35	4
2407	1759	2
2407	1759	2
15249	185	0
15249	99	0
15249	65	0
15249	33	0
11600	286	0
11600	313	0
11600	420	0
13416	61	0
13416	107	0
13416	27	2
13416	27	2
13416	27	2
6995	523	0
6995	1940	3
6995	1940	3
6995	1952	0
6995	1106	0
6995	748	0
6995	1340	0
6995	1211	0
6995	1905	0
6995	377	2
6995	926	7
6995	926	7
6995	926	7
6995	926	7
6995	926	7
6995	926	7
6995	926	7
6995	926	7
6995	1940	3
6995	201	0
6995	1454	3
6995	1454	3
6995	1940	3
6995	361	3
6995	361	3
6995	1368	1
6995	369	4
6995	1457	3
6995	1036	4
6995	1036	4
6995	1036	4
6995	1036	4
6995	1368	1
6995	369	4
6995	1457	3
6995	1036	4
574	166	0
574	212	0
574	4467	3
574	4467	3
574	353	3
574	353	3
574	1562	0
574	2347	0
574	3958	0
574	4009	0
574	2790	0
574	1394	0
574	2639	0
574	2140	0
574	3793	0
574	376	0
574	2377	0
574	2679	0
574	3864	0
574	3783	1
574	859	0
574	926	0
574	3005	0
574	1384	0
574	3698	0
574	1270	0
574	84	0
574	2469	0
574	3563	0
574	2092	0
574	4664	0
574	1436	0
574	4533	0
574	1000	7
574	1000	7
574	1000	7
574	1000	7
574	1000	7
574	1000	7
574	1000	7
574	1000	7
574	116	0
574	4467	3
574	1522	0
574	3524	0
574	713	0
574	353	3
574	353	3
574	2992	1
574	3015	1
574	2992	1
574	3015	1
574	3937	1
574	3937	1
574	3782	1
574	4467	3
574	4633	1
574	4633	1
574	321	2
574	746	2
574	321	2
574	746	2
574	321	2
574	746	2
574	1860	1
574	755	1
574	1860	1
574	755	1
574	2504	0
401	1556	0
401	259	1
401	920	1
401	312	1
401	487	0
401	1488	0
401	666	0
401	52	2
401	1533	0
401	422	1
401	422	1
401	172	0
401	251	1
401	527	0
401	1296	0
401	1510	1
401	149	1
401	58	2
401	1510	1
401	149	1
401	58	2
401	583	1
401	583	1
401	457	1
401	457	1
401	312	1
401	920	1
13254	123	0
13254	1157	1
13254	810	0
13254	619	1
13254	360	0
13254	1240	0
13254	613	1
13254	1157	1
13254	876	0
13254	785	1
13254	785	1
12649	1565	0
12649	1184	2
12649	1045	0
12649	1728	0
12649	262	0
12649	369	0
12649	1857	0
12649	1526	0
12649	1398	0
12649	1479	0
12649	112	0
12649	2137	7
12649	2137	7
12649	2137	7
12649	2137	7
12649	2137	7
12649	2137	7
12649	2137	7
12649	2137	7
12649	1195	2
12649	1188	3
12649	1188	3
12649	1242	1
12649	835	1
12649	1389	1
12649	1692	1
12649	1242	1
12649	835	1
12649	1389	1
12649	1692	1
12649	1788	1
12649	1788	1
932	916	0
932	1062	0
932	3411	0
932	4170	3
932	4170	3
932	4316	0
932	1746	0
932	4278	0
932	3176	0
932	120	0
932	3681	0
932	1205	0
932	1227	0
932	5023	0
932	1703	0
932	1278	0
932	2191	1
932	2193	1
932	2052	0
932	996	0
932	4425	0
932	3046	0
932	642	0
932	686	2
932	686	2
932	686	2
932	4170	3
932	4170	3
932	4894	1
932	4894	1
932	5082	1
932	5082	1
932	854	3
932	854	3
932	852	3
932	852	3
932	1605	0
932	2566	0
932	4449	0
932	1873	0
932	4357	0
932	1864	0
932	1399	1
932	1399	1
932	2179	1
932	2915	1
932	2179	1
932	2915	1
932	3808	1
932	4059	1
932	3808	1
932	4059	1
932	778	4
932	778	4
932	778	4
932	778	4
932	778	4
921	2628	0
921	3190	3
921	3190	3
921	4113	0
921	514	0
921	993	0
921	2748	0
921	1701	0
921	3698	0
921	4137	0
921	1056	0
921	1234	0
921	1203	0
921	4337	0
921	150	0
921	2240	0
921	904	0
921	4085	0
921	3075	0
921	618	5
921	3889	0
921	1586	0
921	3501	0
921	2599	0
921	2737	0
921	610	5
921	610	5
921	610	5
921	610	5
921	610	5
921	2868	1
921	2868	1
921	3111	2
921	3111	2
921	3111	2
921	3190	3
921	3190	3
921	3844	1
921	3844	1
921	2376	0
921	1676	1
921	1676	1
921	1954	0
921	1104	0
921	857	1
921	857	1
921	328	0
921	1804	0
13774	221	0
13774	594	0
13774	556	0
13774	345	0
13774	244	0
13774	508	0
13774	940	0
13774	488	1
13774	488	1
13774	965	0
7353	796	3
7353	796	3
7353	286	3
7353	286	3
7353	230	0
7353	569	2
7353	619	1
7353	661	0
7353	129	0
7353	626	1
7353	796	3
7353	459	1
7353	571	2
7353	459	1
7353	571	2
7353	414	0
7353	286	3
7353	286	3
7353	796	3
63	1722	3
63	1722	3
63	190	3
63	190	3
63	514	0
63	422	0
63	643	0
63	1093	0
63	1991	0
63	2239	0
63	2722	0
63	2999	0
63	3396	0
63	845	0
63	3082	0
63	3150	0
63	3315	0
63	2028	0
63	1880	0
63	1145	0
63	1788	0
63	256	0
63	2114	0
63	1722	3
63	190	3
63	3057	1
63	3057	1
63	1722	3
63	190	3
63	1849	1
63	1849	1
63	1531	2
63	1531	2
63	1531	2
12905	211	0
12905	444	0
12905	899	1
12905	902	2
12905	909	1
12905	57	1
12905	57	1
8619	346	3
8619	346	3
8619	729	0
8619	589	0
8619	15	0
8619	294	0
8619	638	0
8619	718	0
8619	346	3
8619	346	3
8619	303	1
8619	303	1
8619	793	1
8619	793	1
15731	588	1
15731	302	3
15731	302	3
15731	107	0
15731	153	0
15731	582	1
15731	166	0
15731	564	0
15731	28	2
15731	28	2
15731	28	2
15731	49	7
15731	49	7
15731	49	7
15731	49	7
15731	49	7
15731	49	7
15731	49	7
15731	49	7
15731	302	3
15731	410	1
15731	410	1
15731	302	3
15731	516	1
15731	516	1
15731	676	1
15731	676	1
15731	716	0
9310	288	0
9310	494	3
9310	494	3
9310	2090	3
9310	2090	3
9310	168	0
9310	684	0
9310	2837	0
9310	1194	0
9310	2035	0
9310	2424	0
9310	1788	0
9310	298	0
9310	2851	0
9310	2373	0
9310	560	0
9310	494	3
9310	1844	0
9310	2090	3
9310	2090	3
9310	1312	1
9310	1312	1
9310	576	3
9310	576	3
9310	494	3
9310	2795	1
9310	2795	1
9310	2268	2
9310	2268	2
9310	2268	2
9310	578	3
9310	1960	4
9310	1591	4
9310	1960	4
9310	1591	4
9310	1960	4
9310	1591	4
9310	1960	4
9310	1591	4
9310	578	3
9310	1960	4
9310	1591	4
13744	761	0
13744	984	0
13744	546	0
13744	612	0
13744	654	0
13744	788	1
13744	788	1
13744	478	1
13744	478	1
17154	153	2
17154	153	2
17154	153	2
4301	437	0
4301	397	2
4301	573	1
4301	257	0
4301	2674	0
4301	2365	0
4301	228	0
4301	479	0
4301	1517	0
4301	198	0
4301	571	1
4301	1393	0
4301	2796	0
4301	2331	0
4301	396	2
4301	1435	0
4301	2523	0
4301	510	0
4301	917	2
4301	917	2
4301	917	2
4301	1284	1
4301	1284	1
4301	20	1
4301	2542	1
4301	20	1
4301	2542	1
4301	2747	2
4301	2747	2
4301	2747	2
4301	964	4
4301	964	4
4301	964	4
4301	964	4
4301	964	4
4301	380	0
4301	709	0
4301	397	2
4727	1413	8
4727	2655	0
4727	3886	0
4727	84	0
4727	607	4
4727	607	4
4727	2068	3
4727	2068	3
4727	1078	0
4727	588	0
4727	3146	1
4727	2394	0
4727	5174	0
4727	678	0
4727	2678	0
4727	2758	0
4727	3140	2
4727	1342	0
4727	2720	0
4727	2899	0
4727	4563	2
4727	300	0
4727	4603	0
4727	1221	0
4727	2436	0
4727	4019	0
4727	1122	0
4727	468	0
4727	3137	1
4727	3964	0
4727	286	0
4727	1406	8
4727	1406	8
4727	1406	8
4727	1406	8
4727	1406	8
4727	1406	8
4727	1406	8
4727	1406	8
4727	3492	1
4727	3492	1
4727	3297	7
4727	3297	7
4727	3297	7
4727	3297	7
4727	3297	7
4727	3297	7
4727	3297	7
4727	3297	7
4727	1519	0
4727	606	4
4727	2538	1
4727	2538	1
4727	1927	0
4727	2068	3
4727	607	4
4727	2068	3
4727	607	4
4727	4411	1
4727	4411	1
4727	3695	1
4727	3695	1
4727	4568	2
4727	4944	1
4727	4568	2
4727	4944	1
4727	1723	1
4727	1999	1
4727	1723	1
4727	1999	1
4727	912	1
4727	4237	1
4727	1051	4
4727	1051	4
4727	1051	4
4727	1051	4
4727	912	1
4727	4237	1
4727	1051	4
4727	1636	0
17580	70	0
4784	2464	3
4784	2464	3
4784	280	0
4784	3118	0
4784	4942	0
4784	2164	1
4784	4984	1
4784	5001	1
4784	4465	0
4784	5252	0
4784	3550	0
4784	4614	0
4784	50	0
4784	1930	0
4784	3469	0
4784	3643	0
4784	5508	0
4784	4122	0
4784	5304	0
4784	5091	0
4784	1503	0
4784	4734	0
4784	132	0
4784	2679	0
4784	1890	0
4784	1948	0
4784	393	0
4784	1387	0
4784	1651	0
4784	4343	0
4784	2464	3
4784	4250	1
4784	4250	1
4784	479	1
4784	479	1
4784	3771	0
4784	3753	1
4784	3753	1
4784	2464	3
4784	455	1
4784	1329	1
4784	455	1
4784	1329	1
4784	3417	0
4784	2137	0
4784	4984	1
4784	5001	1
4784	2164	1
145	235	3
145	235	3
145	717	0
145	436	0
145	235	3
145	235	3
145	487	1
145	487	1
12998	572	0
12998	180	0
12998	193	0
12998	134	1
12998	459	1
12998	809	0
12998	1017	0
12998	677	1
12998	679	1
12998	1282	0
12998	1373	0
12998	459	1
12998	80	0
12998	134	1
156	750	0
156	1613	0
156	1849	3
156	1849	3
156	2146	3
156	2146	3
156	1223	4
156	1223	4
156	2829	3
156	2829	3
156	976	1
156	1187	0
156	2538	0
156	2041	0
156	1495	0
156	1624	0
156	2178	0
156	1280	0
156	2344	0
156	186	0
156	2210	0
156	1222	4
156	1849	3
156	2146	3
156	1111	1
156	770	1
156	1111	1
156	770	1
156	2829	3
156	1223	4
156	2829	3
156	1223	4
156	1849	3
156	2146	3
156	2501	1
156	2501	1
156	976	1
7087	668	0
7087	3349	3
7087	3349	3
7087	4159	3
7087	4159	3
7087	5118	3
7087	5118	3
7087	4629	3
7087	4629	3
7087	4290	0
7087	4533	0
7087	551	0
7087	2205	2
7087	2611	1
7087	1279	0
7087	2759	0
7087	4980	0
7087	1695	0
7087	2036	0
7087	2420	0
7087	2840	0
7087	3541	0
7087	4350	0
7087	5309	0
7087	2332	1
7087	3922	0
7087	2507	0
7087	4138	0
7087	773	3
7087	4501	0
7087	2329	1
7087	4674	0
7087	3094	0
7087	4225	0
7087	5182	0
7087	2204	2
7087	765	3
7087	765	3
7087	765	3
7087	3349	3
7087	4159	3
7087	5118	3
7087	2746	1
7087	2746	1
7087	1583	1
7087	2891	1
7087	1583	1
7087	2891	1
7087	4629	3
7087	4629	3
7087	3349	3
7087	4159	3
7087	5118	3
7087	1333	1
7087	347	1
7087	2543	1
7087	1333	1
7087	347	1
7087	2543	1
7087	3513	1
7087	4928	1
7087	3513	1
7087	4928	1
7087	994	2
7087	994	2
7087	994	2
7087	4483	1
7087	1005	4
7087	223	4
7087	1005	4
